Review,Star
"""Amazon means quality""I have many Amazon devices like fire stock kindle and eco. All of them are fabulous if I talk about eco dot 4 gen without a clock which I have I would personally say that it's just awesome it has all the feature as it can control my firestick  2019 HD my Wipro smart bulb also it has a tap to snooze featureI think you should go with eco dot without clock as it has all the feature of the eco dot with clockLike tap to snooze etc, I think spending 1000rs extra just for the clock doesn't make sense and the clock only works when eco is plugged in so I would suggest that if a clock is very very very important than  in 400-500rs you can get very good bedside portable digital clock on Amazon so it's better to go for without clock and purchase a potable clock  (in without clock you can give a command like Alexa what's the time so Alexa will tell you the time)Also, I would suggest Amazon release an echo dot 4 the gen portable with a battery of around 4500-5000rsThank for reading and don't think too must just go for eco dot without a clock",4
What's that lead like ashy smell in the package nowadays with electronics ? Other than that the mic has quite improved but noticed that while playing songs with Bluetooth there's quite a difference in the sound than the sole output from the smart speaker.Wish they can add the ring light as a music visualiserThe forward facing design seems to impact the user if he's sitting directly in front or kept in a corner of room,4
"Good start in home automation. I have attached it with Fire stick 4K + Wipro smart bulb 12V. It has to setup from app n then it works wonders. Bit time consuming ar start, but all worth the efforts at end. U can use it as external bluetooth speaker to fire stick by changing audio setting to ' home theatre' in app only. Nice sound for medium sized room. Large rooms will need external speakers. Loved it.",5
"The seal of the box was not there and also the cardboard was torn from the sides. I wanted to gift this to my senior. PatheticReview 2 - after the above rating ,I immediately got a call from Amazon. They heard my problem and without any fuss, immediately agreed to either refund my money or replace the product. I wanted to gift it to someone and needed it the next day itself, hence they themselves advised me to purchase from Brick and motar shop and refunded my money. 5 star rating to the person who had handled the issue. Though I have been using 2nd generation echo and iam very happy with it.",5
"I'm loving it's performance when compared to Google nest mini both have advantages and disadvantages but I like Alexa more due to its natural voice, drop in feature, Amazon music(prime required), simple set-up, design, physical buttons and many more.In nest mini i like duo calling..",1
I now have both new and prev gen dots. Well both are equally good with newer one slightly improved in responsiveness. Obvious change is appearance which is good but its subjective again. I like both wrt appearances. If u are going for newer one dont go for black color rather go for some other color which is distinctively noticable. BASS IS THE SAME SO PPL WHO ARE LOOKING FOR BETTER BASS WILL GET DISAPPOINTED.,1
The only positive I found is the sound quality and microphone's ability to identify sounds accurately.I need lot more improvements. It is power cord operated and doesn't have a battery inside. I feel like a Bluetooth speaker will be better if Alexa is installed in it.Google assistant is way ahead than alexa. It can speak regional languages with a very better eco system. Alexa's search results are very poor and has a very limited access over the internet.Echo dot couldn't recognise my smart TV connected on the same network. I was manually connecting TV to echodot using bluetooth.I trained my voice to alexa and It recognises all other voices of my family members to be my voice. Alexa gives its good performance on Amazon eco system but has limited oppurtunities to explore cross platforms.,2
"I bought the echo dot(4th gen) around 3-4 days back. So far, it's working great and has provided me a great experience.Pros:-1. Nice look and aesthetics2. A central hub to all of your smart devices3. Very loud and clear voice4. Alexa works very well(even in hindi)Cons:-1. Bass could've been better. So in this price range, I think it's a choice b/w a low-bass smart speaker or a high-bass not-smart speaker.2. Alexa sometimes doesn't get awake when the sound is above 80%. But I think it's reasonable as well.3. If it were operated on battery it would've made it more portable, but again this is understandable.So, to conclude I would say it's a good speaker to have if you are not soo much into music and want to have a smart central controller to have fun with(which I wanted). If you want to have a more bass-heavy sound then you could consider the Echo, that would make more sense.",3
"All good connects bluetooth devices faster thn mobile phone, sound quality is good, but sometimes I hv to raise my voice to get control on Alexa, not able to use youtube, Spotify directly, but I think I need to experiment with thisMy kids enjoy this a lot, helpfull for kids who are learning to speak, better thn watching YT kids and damaging eyes.",3
"The new speaker comes with a slightly better speaker and a very slight(almost negligible) change in voice recognition, but the design (personal opinion) was not on par with the 3rd gen speaker. I ordered this as a gift for my cousin, and they had no issues with the speaker except that it was pretty wobbly at times.To be fair though, they had a child in the house. I’ve heard google home is better than Alexa in terms of software and answering skills, and other features. If you do plan on getting Alexa, I’d still recommend 3rd gen echo dots over 4th gen ones any day.",1
"This is a awsome device, just so needy in daily life can't even think, voice recognition is awsome, just whisper it will listen to u.Only disadvantage I feel is price, it should be little lower. Also speaker should be more watt so that at high volume there is anough clarity. Thanks Amazon for trying me this. I would like to use this forever",4.4
"Sound recognization is good.I found a problem with Bluetooth connectivity. I have tried to play some videos over the VLC which gives good quality of connectivity.1) Then I tried to play Some youtube videos while playing the video it stops and then continues sometimes. Even my Internet speed is good and connectivity is good. I suspect Alexa cant detect where to send data over Wifi/Bluetooth when the primary setting is on.2) If I have connected to multiple Bluetooth sources. I can use one source at a time. Alexa cant decide as to which source to be used as connectivity media(This has to be selected manually, But It could get connect automatically it would be a value-added feature). I have Bluetooth earphones and headphones which can automatically take a decision here.",5
Received the item today. Connected the Echo Dot as per instructions and got it working. Everything seems fine. Will give a detailed review after few days of using it.I have one complaint to make though. I ordered the item as gift pack but it came without any gift wrap. Not happy with Amazon service.,2
"Spotify service stopped working after the update. Unable to play any music. Though convenient for voice commands but have to setup again the echo device atleast once in a month. Sometimes don't respond properly, sometimes doesn't take commands, music service is not great to hear now. A great way has to be laid for good optimised and hassle free experience.",1
"Awesome productLoved it 😍😍 butThe new Echo came with improvements across the board in terms of sound quality, features, and design, the Echo Dot’s improvements are smaller. And in some cases, it’s a regression from the prior model.Still, the 4th Gen Echo Dot remains an excellent budget smart speaker, even at its full price. And with Amazon’s near constant sales, you’ll likely be able to get one for even less.",4
"Your browser does not support HTML5 video.


   Getting a refund on the device, will miss the good times of Alexa definitely.",4
"Sound quality isn’t that great. Other than that the physical quality and the appearance is nice. I am not sure about the pricing as I never compared it with anything else. All in all good product, would have been great had the sound quality been different (better). Though my kids are enjoying the product.",4
"The sound system works well and the quality of audio is good for music in a small 3m x 3m room. The downside is the device doesn’t pick audio well. Many a time I’ve had to repeat the wake word for it to pick my voice command. If I have to stop whatever I’m doing, turn towards the device and repeat my voice command, that defeats the purpose of the device.",5
A lot of features are not available in india. One of the main features that I noticed that was missing was the memory function. You can't ask alexa to remember that you kept your keys in the drawer. So that's a bummer. No different voice profiles. Sometimes there's a delayed response. But that's okay.,2
Very good Product...Sound Quality is just Amazing....this is a perfect echo dot as a Speaker 🔈i have also purchased wipro smart tubelight and Amazon Smart plug and I’ve attached it to TV....and now my living room is totally Smart to amaze my friends❤️❤️❤️Must buy product....Loved it💖💖💖💖,1
First of all I watched so many unboxing videos and got confused as in most of them were saying bass is not that good...but when I purchased it and tetsed the sound...I found few things..>>It has superb BASS at low volume and high volume.>>Vocals are also at its best.>>Liked the shape...Voice recognition also works like a charm if you have a decent wifi...,5
"Not a great product specially when it is created by Amazon 6 years ago. While every small equipment has rechargeable feature, how can this has to be always plugged in!! Sound quality is really pathetic. Made it for listening to news and Alexa and not music. Returning it to purchase better Bluetooth speaker which doesn't have AI but I can make it work better than a robot.",4
It good but if it is have a batery than it is world best speaker and sound quality of echo dot is very low as compared to its size like many other speaker like UE WONDERBOOM have same size and sound quality is so good but echo dot dont have loud sound quality,4
I have using eco dot 3rd generation and it is best quality product rather then this one.Charger quality is very low and no  branding over charger. Eco dot 3 charger have branding and log length wireSound not good as advertised as equal to 3rd generation,4
"I love the way Alexa converses and you can literally talk to Alexa as if you are speaking to a person. There are some limitations though, but it is expected as this is a technological device. Overall I would recommend everyone to have atleast 1 Amazon Echo (any generation) in your house. The sound quality could have been a little better, but this works too.",5
"worthless product since it is extremely unresponsive. in fact it is a headache it being unresponsive when you need to power on ,switch on some thing and thus  finally  you need to get up yourself to do that job for which you bought this nonsense of a product . sheer waste of your hard earned money",4.4
"i have my first smart speaker in the form of Eco Dot 4th Gen. it has good looks, sound quality and easy to use featers. It would have been a fantastic instrument,  if it had USB charging port like smart phones that would have facilitated use of Power Bank.",5
"I was using google home since it was launched couple years ago, yes I'm new to echo devices and never experienced previous generations, but this 4th gen is better than my Google home in every factors, delivered in 3 days, and alexa app is so much useful.",2
The bass is pretty low when in default settings but increases when you go to alexa app and increase the bass all the way to 5 and it gives it a good bass.thus it is configurable.you can even change midrange and treble in the alexa app.go to you devices choose the device select audio settings and you can find it,2
Has a good sound for such a small speaker. I already have an Echo and wanted this to supplement music in another room. Its a fantastic buy and the offer was too good to refuse!,4
I am really happy for the product even my family too. It covers everything you need in your day to day life. I hav been using bow for one week. The things like speech recognition in this technology(Alexa 4th Generation) is highly appreciated. You must buy this.Only one thing which bothers is you need a really good internet/wi-fi connection or else it buffers a lot.Now this is a honest review of one week. Enjoy and relax with Alexa 4th Generation!!!..,4
"Sound Quality, Thickness and Sheerness are all good and crisp. Wanted to have The Echo since a long time and finally bought this 4th Generation Echo as a gift for my daughter for her birthday, and she's very elated and happy with Alexa. Thank you Amazon but can you please manufacture these products in India itself..",4
"I was really looking forward to receiving this, but the stainless cup to put tea in has REALLY SHARP edges and I got cut right off. I dropped it while washing and it shattered so cheap, not Pyrex level glass, it only fell a few inches. So it was  a TOTAL WASTE of money, buy a nice ceramic one, this one is fancy crap.",4.1
"Strength of the tea can be seen in glass tea pot. AS the tea is infused in restricted space, an extra spoon of tea may be added if you like strong tea. The strainer fits nicely in a mug so can be used for making loose green tea, Octavius provide two 100 gm sample packets of their excellent loose green teas. Their green teas are highly recommended, especially Kashmiri Kahwa and cinnamon-Anise",4
It's worth the money paid .. looks classy and does its job perfectly. Loved it,1
500 ml will serve only one tea lover. Price high for this capacity. Other wise product finish is OK.,1
"Very simple to use. convenient and hassle free just pour water and powder of your choice and keep it on stove decoction is ready in minutes. Pour it into cup mix sugar, milk etc. Quality is also good.",5
Very classy and easy to use. The box keeps it protected and I love using it.,5
"Brought it some fortnight ago and used for making dark tea as I'm a sugar patient, and enjoying every sip. Though it's time taking to make a nice tea by microwave and the octavious pot, but after makinga fabulous tea one can enjoy its taste.",5
"It's a very classy design and very easy to use, the lid is sturdy and doesn't come out when you pour the tea in your cup.  It is microwave friendly and can quickly warm the tea without any problem. It also saves a lot of time from straining the tea leaves.",3
Quality of infuser material poor. Gauge of steel used is very thin.Poor packing.Also costly compare to other options available.,5
Kettle looks smart and works well. You however need a minimum quantity of water (two cups) for the leaves to come in contact with the water.The cap lock is flimsy and tends to fall off while you are pouring the tea.,5
Please dont buy this it's not worth for money moreover light weight it's 200 rs worth selling for this cost they cheated in photo it appears nice but the real one is very poor quality,5
Excellent design. Excellent pouring action. Ideal for 4 small cups (roughly 180ml each)of tea.,5
Good finish very useful. Our experience of having team improved lot. I wish i would have taken the 1ltr one. This can have 3 cups ..4 is upto the brim and difficult to manage.,5
"It’s pretty, easy to use and clean. A bit expensive but worth the usage. Looks pretty when tea starts brewing to show colour",5
"very sophisticated and stylish but handle gets heated easily (be very cautious when you pick it up from burner). Glass is well heat-resilient. and yes, you will be happy to drink brewed beverage. the straining container is very well made.",3
"Perfect for brewing tea. However, please get an appropriate sized one as smaller volumes do not reach up to the mesh.",4
Excellent! What ever I expected I got it. I have given this as gift to my friend and he really liked this after use.,4.1
Good quality.. easy to clean.. got 500ml kettle.. perfect size.. loved it.. price is little on higher side,4
Useful itemOnce the strainer and cap is removed there should be a larger cap/lid provided to cover thepot to keep the contents hot.,1
Simply love the pot. We are using it regularly now for more than two weeks. It is easy to use and wash. Allows enough space for tea for three people.,1
Awesome product.. must buy just check measurements before u buy. This one is good for 2 mugs,4
While pouring the lid keeps sliding! Even though it has those holders on the side they slip and the lid falls forward.,5
One of the best items I have ever purchased.  It has imperial look and you enjoy your morning tea,5
Love the way the pot is styled to look contemporary while steeping a classic drink. It makes making and drinking tea smooth an easy.,5
Useful product. Value for money.,4
I loved the product. It is light weight  and has very nice finishing. The material is good and I find it very very comfortable. Love  to make tea in this lovely  and cute teapot!,1
"Cracked while using on low flame, very fragile. Could use it for only one day",4
The product is very delicate especially the SS lid and the strainer. The glass body is ok. The lid does not properly fit into the glass kettle. An average product - Pricy!,5
Great looks. Brings delight while having the first cup of morning tea. Easy to clean. Looks sturdy.,1
"Very delicate one, not useful for ordinary daily purpose",1
Do not ever buy this product as the strainer gets rusted in few uses. Mine has got rusted in few days time. Its a big health hazard and the authorities should take note of it and ban the product from being sold,5
Good tea brewer. With perfectly sized holes. Brews 3 cups in one.,4
Not as good as borosil but only benifit no plasyic cap,4
Very good feeling in morning to have my Assam tea with my mother.easy morning drink though size is bit small since we're large tea consumers.,5
It's beautiful and does the infusion perfectly. Great buy.,4
Lovely looking Teapot cum kettle. Elegant.,1
"Nice product.I bought 3 pcs , for gifting",5
Smaller than expected... 2mug capacity. But elegant and nice.,5
Poor Shape. Broke in few days due to its shape  Design defect. Corners protruding.,1
"A good looking, good quality and handy tea pot. The flavours of good quality tea can really be enjoyed in this beautifully crafted tea pot.",5
Great for green tea lovers.,2
It's not as good as expected they should have used glass infusion strainer  not easy to use on Gas burner,1
serves purpose....quality is good...,5
An excellent product. Looks better than image. My family loves it. Value for the money.,4
product of High Quality,4.1
"Best thing is , it is really good looking and durable.",1
Excellent product. Stylish. Very compact and stable. Looks more modern than usual shapes of tea pots.,3
Loved it! the design is good and so is the quality.. perfect for one or two pours of tea.,5
"It's a beautiful product useful, nice for gift sturdy a must for tea lovers. DARUN",2
Poor quality thin glass very very light weight,5
Good one but price is little high.,5
"Good for steeping herbal teas. But use with care , it is breakable.",1
"Very brital, received damaged product...",5
Well designed. But glass is very thin. Not sturdy.,4.1
Good to use n good looking too,4
Excellent product. Elegant design. Enjoying well brewed delicious green tea.,1
"Looks nice, the steel filter can be used to brew both tea and coffee.",4
Good for use and deciration..@1250,5
Didn't last long enough to analyze it to write a review,5
Got a crack in when boiled the water. Is not good for using in the flame,5
The look and feel of the product is very good.for any tea lover I would recommend this. We can make many more infused tea experiments,5
Design of the pot is nice but the steel quality could have been better. The compact size of the kettle makes it portable. Overall I am satisfied with the product.,5
"For Men who are facing hair fall issues its a Boon. Hair fall is frustrating, I am writing this review after one month of continuous usage, it is a better product as compared to other chemical compositions available. You have to be a little patient with the result, and you will notice it does what it says. BRINGHA, NEEM are scientifically proven to improve hair health and stimulates new growth.Additional Tips: Drink a lot of water, cure your stomach if you have digestion issues, get proper sleep, do a conditioner every alternate day and most important replace your old combs with wooden bristle brush or comb. It's tried and tested do it regularly and you will get the desired result in 30 days. Thank You its a great day. :)",4.2
"Why is it so hyped? I noticed no difference in my hair. In fact, I think my hair fall increased after using it. Didn't like this product one bit. Won't buy it again in near future.",5
"Hair related issues are quite common nowadays. Every other person is having some, be it greying, hair fall, dandruff, etc. We can't cure it all fully, but at least control it to some extent by inculcating good habits and routines, avoiding unhealthy food and going natural wherever possible.With the same idea, i gave up conditioners long ago and then ditched chemical-based shampoo a year ago. One day herbal/natural shampoo idea came to mind, as soap was not suiting at all.The search spanned across days, with several options like Khadi Mayuri, Himalaya, Wow, Biotique, etc. Many options. Huh. Some costly, some had a lot of -ve reviews, while some had few chemical ingredients. Considering all factors, narrowed down the search to Indulekha, which turned out to be a product by HUL (a renowned reliable company).•••••••••INBOX•••••••••Came without any box, with a tape to seal its cap and prevent accidental leakage.▶ Colour: Dark brown▶ Smell: Like Dabur red toothpaste (which is expected of ingredients in there i.e. ayurvedic smell)▶ Stock: 02/2019••••••••••••••••••INGREDIENTS••••••••••••••••••Bhringraj, Amla, Tulsi, Neem, Madhyantika, Shikakai, RosemaryEvery ingredient is carefully chosen & have health benefits for hair. Just google them.••••••••PROS••••••••1. Nice smelling no-nonsense herbal shampoo for hair.2. Mild shampoo3. Produces good lather for small quantity.4. Reduces hair fall & dandruff. (see below)5. No artificial color or fragrance.••••••••CONS••••••••1. The smell could have been better. It may not suit everyone.2. As is with every herbal shampoo, it makes your hair dry but to some extent only (as neem acts as a moisturizer). You may use an addon natural conditioner or oil to overcome this issue if its there.Since cons are subjective, they won't have any effect on my ratings. So a 5-star product.•••••••••••••••••••••••••••••••••••••••USAGE INSTRUCTIONS  & TIPS•••••••••••••••••••••••••••••••••••••••Here i will detail my usage pattern, which is working well. Its been 2 months + since i started using it. I had issues of heavy dandruff since start & hair fall after a mistake of using chemical-based conditioners. Before that, there was no hair fall at all.The conditioner was ditched a half a decade ago and chemical-based shampoo a year ago. I settled on the soap for hair cleansing which again was a bad idea.▶ Pre usage scenario:→ Soap for cleansing→ Hair oil once or twice a week▶ Current usage scenario:→ Regular application ( every alternate day) of shampoo, onion juice, and coconut oil.▶ STEPS1. Wash hair thoroughly with the shampoo. Quantity of shampoo will depend on hair volume and oil content.2. Dry hair & scalp using a towel.3. I leave it as such for some time to let the scalp breath.4. Now apply onion juice on scalp and leave it as such for half an hour.5. Wash it properly using only water.6. Dry hair & scalp using a towel.7. Once completely dry, apply warm coconut oil to scalp and hair.8. Repeat this every alternate day. (for ladies this may not be possible, so settle for what best suits you, bi-weekly at least)→ You can do this all before sleeping, if not possible during day time.→ For those who cannot afford to have oily hairs throughout the day, shampoo in the morning and onion juice + oil at night will also work.→ Onion juice may not suit everyone. Please test before going regular with it. There are other alternatives as per hair & scalp. Just google it.▶ WHY ONION: ""Onion's rich antibacterial properties help keep your scalp healthy and free of infection, promoting unhindered hair growth. These same properties also help control dandruff. Onion juice stimulates your scalp and improves the circulation of blood, resulting in its follicles that are well-nourished.""▶ OVERALL BENEFITS: Reduced hair fall by huge margins & no dandruff at all. This implies more hair volume and new hair growth.•••••••••••••••GENUINITY•••••••••••••••Again, as i always say. Be proactive and research well before ordering from any seller to avoid fakes. Check seller ratings, Amazon fulfilled tag, etc.Not every seller here is there to dupe you. They too source material from retailers and wholesalers.And if you are unfortunate, contact Amazon with your issue. They may be able to help you out. But since this product is non-returnable due to its nature, be proactive and avoid troubles in the first place.•••••••••••••••••••FINAL VERDICT•••••••••••••••••••So far this shampoo is suiting me well. So is highly recommended. But it may not suit everyone due to different hair types, eating habits and other issues. The best thing is to try it out and then decide for yourself.Don't expect wonders in a day. Give it time and be regular.I won't suggest any alternative right now, as i didn't find any issue with it. But you may try Wow shampoos as its no parabens no sulfate, apple cider vinegar-based shampoo which can prove helpful. It won't even dry out hairs like herbal shampoos, as apple cider vinegar is a very good natural conditioner. Keep costs in mind.•••••••••••••IMP NOTE•••••••••••••→ If you are looking for a shampoo to cure all your hair problems, you are in the wrong place. This shampoo cant do it all alone. It's just one of means to healthy hair and scalp.→ It's not an alternative to healthy food, good sleep, and water. Accompany this shampoo with healthy eating habits, good sleep of at least 6 hours, and plenty of water.",2
"I have been using this shampoo for last 6 months . Must be my 3 bottle .-Verdict-1. Mild shampoo , can be used for daily hair wash.2. Has no chemicals .3. Helps somewhat to reduce hair fall and dandruff.Me like many other customers rely on other people’s reveiw . I bought this shampoo by looking at reviews only . Thanks fellow customers. This was of great use.",5
"About the posted product -  The product arrived promptly within time bounds.The packaging was safe with ample air bags so as to avoid damage.The Shampoo was brand new only 3 weeks old manufacturing, as compared to year old ones in local shops.About the Shampoo itself - even though no research supports the positives of bhringraj but I still wanted to give it a go. have been using for almost 2 weeks now. In conjunction with indulekha oil it is working as advertised, the hair fall has not much reduced as the advised usage is for 4 months. I will update the review after 4 months of usage.",5
Worst horrible shampoo I have ever used. So much hair fall while shampooing and too strong camphor smell. Used it 3-4 times now and my hair has become very dry and frizzy. Totally unmanageable. Please don’t even try this shampoo once in ur hair it will be damaged permanently.,2
"Fragrance is great!Hair becomes soft after use, Can be trie9 Once...I've started using it, almost 1 week.I bought because it's Ayurvedic!",5
"I find it very good. Smells amazing. I prefer herbal products for my hair. And i had good experience, hairfall has been lesser after the use of indulekha but it doesn't give instant result, after 3 months i found good result. I use it on regular basis. Makes my hair  soft, and fragrant but doesn't gives much shine to hair. Doesn't give ur hair volume like other chemical based shampoo gives.  Dont expect much from this shampoo but definitely wont damage ur hair.",5
"Very effective shampoo for hair fall, it's totally ayurvedic product.... Reduce hair fall by 80% in just two wash",4
"I was always a fan of the Indulekha oil but the shampoo is even better ! It actually works for my hairfall and I love the earthy, natural colour",4
"It's a really good shampoo; after trying en number of products I've finally settled for this amazing one.I'm using it along with Indulekha hair oil so I'm extremely satisfied with the results. I was having a really bad hair fall and after religiously using both oil and shampoo from Indulekha, I have not had any issues of hairfall or any scalp related problem. Hair looks healthy n strong. Strongly recommend.",5
It's an awesome product. In love wid dis product. V.nice fragrance and hair fall reduced to the maximum. Worth buying...,1
"I'm using this product for 2-3 months now there's no big difference in my hair fall,But the texture of my hair has improved, it's more soft and manageable doesn't get fizzy.The main reason for buying this is that it claims to have all natural ingredients as it smells and feels more like an ayurvedic product.",5
"Good product..... And after using indulekha for couple  weeks, new hair has been grown up....woao...... But should be careful to keep clean scalp regularly and should have to stop other product except indulekha.Friends you have keep healthy your internal parts of body also...like good metabolism, good immunal power.... simluteniously keep eating healthly foods also....then the hair oil can helps to reduce hair fall problem.Thanks Amazon",5
"Good shampoo. Smells like real Ayurvedic product. I had ordered after using this from another site due to less price but i found that product duplicate. It was thinn. So viewers, i want to suggest you buy on Amazon. Original shampoo is very thick. Coin size amount is enough For non-oiled medium length hair. Also check the bottle color (its golden yellow) whatever i got from another site was not like what i got here. So beware.. And purchase here.",4
Brought this as I was searching for parabens free products. But not sure if its free of it or not.The scent is good but the shampoo makes hair too much dried if you wash without oil. Conditioner is a must after using this shampoo.I would not be buying again,5
First thing first! - Checked hairfall it reduced! I got a sample of this product from one of the super markets which made me buy this bottle! As it says it's Ayurvedic.Pros:Smell is great! I loved it!Texture and colour is simply outstanding.Hairfall controlledHair looks nice after apying this.Cons:-Go for it!,5
"I was really amazed to see mind blowing rating and reviews and everyone claiming that this will not impact or doesnot have a side effect...but it turned out completely opposite.My hairfall is severe and extreme since ever after using this shampoo. Not just during wash but everytime i touch my hairs, it has patch of hairs falling down right from the scalp.Worst ever shampoo.",4.2
"Indulekha Bringha Anti-Hairfall Shampoo is like an ayurvedic medicine for hair fall. It has medicinal properties due to Extracts from Bhringraj plant which aid the skin with revival and regeneration of new hair. It also contains herbs like Amla, Tulsi which aid in restoring natural goodness of your hair. One of the best parts is that it is suitable for all hair types. It not only prevents hair fall but also has no added fragrance. It helps in restoring natural goodness of hair while at the same time improving the health of the hair. It is constituted out of no added colours in its preparation. One of the best parts is that since it has dense consistency, it is easier to control the amount of product that is coming out of the bottle leading to no excessive usage. Overall a great product to prevent Hairfall in a natural way.",5
"I bought the shampoo and really happy with the results. Was very worried of heavy hairfall, split ends and dry hair. Indulekha  Bhringa Anti-Hairfall shampoo proved very beneficial.the hair growth is very clearly visible. Within few weeks, I had reduction in hairfall. my hair become shiny,silky and split-end free. my hair got dandruff free too. I would definitely recommend this to all my near and dear ones. Such an amazing ayurvedic product with no side effect. No harmful chemicals, no sulphates and dyes. must try!all five star from my side!!!",5
"It's been more than a month now I have been using this shampoo. Honestly I have tried a lot of shampoos before but this one is really effective. I have observed less hairfall and less frizzy hair. Frizzy hair was a big concern for me but with this shampoo problem is almost solved.My doctor recommended this shampoo to me and I gave it a try. It's ayurvedic. It helped me to Reduce Hair fall, Doctor, Works for all hair types, no added fragrance and color or features that work for you and your hair.Give it a try and I am sure you will love it too.",5
"Well to begin with, this product does work. It’s been more than 3 weeks since I am using it. I wash my hair thrice a week. I was facing hairfall issue since last 4 months and I have been to dermatologist as well and tried medicated shampoo too. So when  I came across indulekha shampoo I thought of giving it try too. Here  I would go step wise:1 wash- obviously no product works wonders in 1st instance. Likewise no big difference in first wash. Although hair felt softer n nice to touch.2 wash - well I would say again I could notice that lumps of hair didn’t come out while washing but yes apart from that no change.3 wash- now here comes surprise , very few hair strands while combing after hair wash.From 4 th wash I started using oil also and yes it worked for me.Few points I would like to mention:Since all ingredients used are natural so u can be assured n can use it thrice weekly.Few people may find its smell strong but I liked it... it’s more like that of a camphor . But since I m ok with camphor smell so it was not an issue with me.Always remember: no product starts working from day 1 , you have to be patient with it.For best result use oil along with the shampoo.",3
"With so many chemical products in the market that claim to nourish and rejuvenate hair , it’s a deep relief to see Ayurvedic products that not only have the goodness of all the herbs but also helps revive that dull looking tress. After having used their hair oil, this was on my list from a long time and finally ditching those harsh shampoos laid my hands on this. The result so far is promising, my hair looks nice and fresh, adding that extra volume, doesn’t have a bad after smell and looks so presentable. Will definitely recommend this for people who have dry, frizzy and find it hard to maintain their hair 👍",5
Recently started using this shampoo after researching online about herbal shampoo available. Once suggested by my neibhours also who swear by this and trust me this shampoo worked wonder for me. You have to keep patience as it is herbal shampoo but after 2-3 wash my hairfall was drastically reduced and my hair started turning soft. Highly recommended for those who want to control there hair fall problem. Trust me you won't regret it,3
"Indulekha bringha hair cleaner is a best product . After my delivery I was suffering from hair fall and tried so many different shampoos but no result. Then someone suggest me to use Indulekha bringha anti hair fall shampoo.when I used this shampoo,I noticed my hair fall has reduced gradually and become so silky and shine. It is a ayurvedic shampoo. It contains all the natural ingredients like amla , shikakai,Tulsi neem etc.It's main ingredient is bringhraj which is known for its medical properties.It has no artificial colour or added fragrance.I also use Indulekha bringha oil. Both of them give good result to my hair.💃💃💃I am definitely recommending this shampoo to everyone.This hair shampoo really helps in preventing hair fall . Go for it👍👍👍",5
"Hair related issues are quite common nowadays. Every other person is having some, be it graying, hair fall, dandruff, etc. We can't cure it all fully, but at least control it to some extent by inculcating good habits and routines, avoiding unhealthy food and going natural wherever possible.With the same idea, I gave up conditioners long ago and then ditched chemical-based shampoo a year ago. One day a herbal/natural shampoo idea came to mind, as soap was not suiting at all.The search spanned across days, with several options like Khadi Mayuri, Himalaya, Wow, Biotique, etc. Many options. Huh. Some costly, some had a lot of -ve reviews, while some had few chemical ingredients. Considering all factors, narrowed down the search to Indulekha, which turned out to be a product by HUL (a renowned reliable company).",1
Since 4 months i am continuously using indulekha hair oil but hairs were continuously shedding then i decided to use indulekha oil alongwith indulekha shampoo now frequency of shedding hairs have exponentially increased.Very cheap product don't know how other people have given positive note.I am quite  dejected as of now don't know what to do.,5
"Simple packaging, but benefits are extra ordinary, as I went for a wedding and used many hair styling products which led to dull dry hair with heavy hair fall. I always believe in natural and ayurvedic products for my hair and this time I chose Indulekha Bringa hair cleaner. I bought this shampoo seing the name bringa on the bottle because we all know how helpful it is for hair growth and revival of dead hair. It contains other herbs also like neem, amla, tulsi, shikakai and many other organic plant based herbs.I have used it for almost 4-5 times from the day I purchased it and now I can tell everyone that it really works to reduce hair fall and make your hair look healthy. Dullness and dryness is completely gone after first wash only. Now my hair quality is better. Price is also reasonable compared to other hair fall shampoo available in the market.Try it once it will be really helpful",5
"This is the second bottle that I bought for my mumma. She was facing hair loss and her hair had also turned rough but since she started using it, the quality of hair is improving and the result is quite visible. Hair loss has also reduced. Natural extracts and chemical free properties of this product works well. It has a mild smell and consistency is also good.",4.2
"I always worried about chemical shampoo as that makes my hair more frizzy at next day. Doctor recommended Indulekha bhingha anti hair fall shampoo, its really good, works for all hairs type. Effects are visible right after the first use. I was facing hair fall issue due to hard water in my area. It's very much effective product and all natural. It starts to improve the hair texture, hair becomes so smooth and hair fall reduced. Because there is no tangles in my hair, don't think much and go for it. Worth buying and highly recommend. Really appreciable results. Good product.",5
As u knw this is vry effective i loved this product with pakeging 😊,2
"This bottle seems fake but no way to check if the bottle is altered with. Anybody can simply open this bottle and replace the content with anything. Above all, the customer care for Amazon is the worst with ego, a person named Kishore was om customer care was accusing me of saying duplicate material as defective material? Oh I am sorry it's not defective since it's duplicate, I should use the product then? There's no return for this order as well so think twice before buying.",5
"My hair was a gone case. So I consulted a skin specialist and herecommended this product.. I have been using this product for a year and I am really suppriced to see my old pics with little hair. My  Hair fall problem is completely gone and I have a healthy hair now. This Works for all hair types, no added fragrance and color or features that work for you and your hair.I usually order this shampoo online only as it's not available on my nearby Store. Today I took extrac time to appreciate and help others to solve their hair fall problem. Thank you.",5
