Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Direction,Wind Speed,Fill Flag
2018,1,22,10,30,0,0,0,7,6.5,6.5,1009,100,116.17,2.1,123,1.4,0
2018,1,22,11,0,0,0,0,7,6.5,6.5,1009,100,109.89,2.1,123,1.4,0
2018,1,22,11,30,0,0,0,7,6.9,6.9,1010,100,103.68,2.2,123,1.6,0
2018,1,22,12,0,0,0,0,7,7.3,7.3,1010,100,97.58,2.2,124,1.8,0
2018,1,22,12,30,3,17,3,7,7.9,8.6,1010,95.08,91.6,2.2,127,2.5,14
2018,1,22,13,0,29,269,50,4,8.8,9.9,1010,93.03,85.61,2.2,131,3.1,100
2018,1,22,13,30,49,490,133,7,8.8,11.3,1010,84.77,80.09,2.3,136,3.2,100
2018,1,22,14,0,62,625,226,7,10.5,12.8,1010,85.85,74.77,2.3,142,3.2,46
2018,1,22,14,30,73,705,317,7,10.5,14.3,1010,77.89,69.76,2.3,145,3.3,0
2018,1,22,15,0,82,755,400,7,12.6,15.9,1010,80.69,65.13,2.3,147,3.4,0
2018,1,22,15,30,91,785,472,7,12.6,17.2,1009,74.24,60.99,2.4,154,3.7,0
2018,1,22,16,0,102,799,532,3,14.6,18.6,1009,77.64,57.45,2.5,160,3.9,14
2018,1,22,16,30,108,812,578,7,14.6,19.7,1008,72.45,54.63,2.6,168,4.2,43
2018,1,22,17,0,115,814,609,7,15.9,20.9,1008,73.09,52.63,2.7,177,4.5,7
2018,1,22,17,30,119,812,624,7,15.9,21.4,1007,70.81,51.57,2.7,182,4.7,0
2018,1,22,18,0,123,801,622,8,16.1,21.9,1006,69.69,51.5,2.8,187,4.9,11
2018,1,22,18,30,123,792,606,3,16.1,21.7,1006,70.54,52.42,2.9,190,4.8,11
2018,1,22,19,0,121,774,573,3,15.9,21.6,1005,69.91,54.28,3,193,4.7,7
2018,1,22,19,30,115,756,527,7,15.9,21.3,1005,71.2,56.99,3.1,192,4.3,0
2018,1,22,20,0,107,730,467,7,15.8,21,1005,72.39,60.44,3.1,191,4,0
2018,1,22,20,30,98,692,396,7,15.8,20.5,1005,74.64,64.5,3.2,186,3.5,0
2018,1,22,21,0,87,639,315,6,16,20,1004,77.74,69.06,3.3,182,3.1,0
2018,1,22,21,30,73,560,227,6,16,18.9,1004,83.23,74.03,3.3,179,2.7,43
2018,1,22,22,0,56,443,138,6,15.9,17.8,1004,88.4,79.31,3.3,177,2.3,100
2018,1,22,22,30,35,245,57,6,15.9,17.3,1005,91.32,84.81,3.4,178,2.4,100
2018,1,22,23,0,5,28,5,6,15.8,16.7,1005,94.47,90.16,3.5,179,2.6,29
2018,1,22,23,30,0,0,0,6,15.8,16.7,1005,94.47,96.7,3.5,179,2.6,0
2018,1,23,0,0,0,0,0,7,16,16.6,1005,95.96,102.78,3.6,186,3.2,0
2018,1,23,0,30,0,0,0,7,16,16.4,1005,97.18,108.98,3.6,184,3.3,0
2018,1,23,1,0,0,0,0,7,15.9,16.1,1005,98.78,115.25,3.6,183,3.5,0
2018,1,23,1,30,0,0,0,7,15.9,15.9,1005,100,121.57,3.5,184,3.6,0
2018,1,23,2,0,0,0,0,7,15.7,15.7,1005,99.96,127.93,3.4,185,3.7,0
2018,1,23,2,30,0,0,0,7,15.6,15.6,1005,100,134.3,3.3,188,3.6,0
2018,1,23,3,0,0,0,0,7,15.4,15.5,1004,99.54,140.63,3.3,191,3.4,0
2018,1,23,3,30,0,0,0,7,15.3,15.3,1004,100,146.88,3.2,193,3.3,0
2018,1,23,4,0,0,0,0,6,15.1,15.1,1004,100,152.97,3.2,194,3.1,0
2018,1,23,4,30,0,0,0,7,15,15,1003,100,158.7,3.1,195,3,0
2018,1,23,5,0,0,0,0,7,14.8,14.8,1003,100,163.69,3,196,3,0
2018,1,23,5,30,0,0,0,6,14.6,14.6,1003,100,167,2.9,197,2.8,0
2018,1,23,6,0,0,0,0,7,14.4,14.4,1003,100,167.25,2.8,199,2.6,0
2018,1,23,6,30,0,0,0,7,14.2,14.2,1003,100,164.29,2.7,202,2.6,0
2018,1,23,7,0,0,0,0,7,14.1,14.1,1003,100,159.47,2.6,205,2.7,0
2018,1,23,7,30,0,0,0,7,14,14,1003,100,153.81,2.6,211,2.6,0
2018,1,23,8,0,0,0,0,7,13.8,13.8,1003,100,147.76,2.6,217,2.5,0
2018,1,23,8,30,0,0,0,7,13.7,13.7,1003,100,141.52,2.6,228,2.5,0
2018,1,23,9,0,0,0,0,3,13.6,13.7,1003,99.27,135.19,2.6,239,2.5,0
2018,1,23,9,30,0,0,0,3,13.6,13.6,1003,99.92,128.82,2.6,251,2.5,0
2018,1,23,10,0,0,0,0,2,13.2,13.5,1003,98.36,122.46,2.6,263,2.6,0
2018,1,23,10,30,0,0,0,3,13.1,13.1,1004,100,116.12,2.5,274,2.7,0
2018,1,23,11,0,0,0,0,3,12.2,12.8,1004,96.1,109.83,2.5,285,2.9,0
2018,1,23,11,30,0,0,0,3,12.2,12.2,1004,99.95,103.62,2.3,288,3,0
2018,1,23,12,0,0,0,0,3,10.4,11.6,1005,92.59,97.51,2.2,291,3.1,0
2018,1,23,12,30,4,29,3,3,10.4,11.4,1005,93.82,91.52,1.9,290,3.3,11
2018,1,23,13,0,27,363,55,3,8.6,11.2,1006,83.76,85.52,1.7,289,3.4,57
2018,1,23,13,30,42,591,145,3,8.6,11.6,1006,81.58,79.99,1.4,288,3.6,57
2018,1,23,14,0,52,730,245,0,6,12.1,1007,66.11,74.66,1.1,286,3.8,21
2018,1,23,14,30,58,821,344,0,6,12.9,1007,62.74,69.63,0.9,283,4.1,0
2018,1,23,15,0,62,886,437,0,2.9,13.7,1007,48.13,64.99,0.8,280,4.5,0
2018,1,23,15,30,67,928,519,0,2.9,14.3,1007,46.3,60.83,0.7,276,4.8,0
2018,1,23,16,0,68,959,587,0,1.9,15,1007,41.28,57.27,0.6,272,5,0
2018,1,23,16,30,71,976,639,0,1.9,15.5,1007,39.98,54.43,0.6,270,5.2,0
2018,1,23,17,0,72,987,674,0,1.7,16,1006,37.99,52.42,0.6,268,5.4,0
2018,1,23,17,30,74,991,693,0,1.7,16.3,1006,37.27,51.34,0.6,267,5.4,0
2018,1,23,18,0,74,990,694,0,1.7,16.6,1005,36.54,51.26,0.6,267,5.5,0
2018,1,23,18,30,74,985,678,0,1.7,16.8,1005,36.08,52.17,0.6,268,5.4,0
2018,1,23,19,0,73,974,645,0,1.8,16.9,1005,36.27,54.04,0.6,268,5.4,0
2018,1,23,19,30,71,958,596,0,1.8,16.8,1005,36.5,56.76,0.6,270,5.2,0
2018,1,23,20,0,68,934,532,0,2,16.6,1005,37.48,60.21,0.6,272,5,0
2018,1,23,20,30,64,901,455,0,2,16.1,1005,38.69,64.28,0.6,275,4.6,0
2018,1,23,21,0,58,853,366,0,2.6,15.6,1005,41.65,68.85,0.6,278,4.1,0
2018,1,23,21,30,52,782,270,0,2.6,13.9,1006,46.51,73.82,0.6,281,3.4,0
2018,1,23,22,0,42,671,169,0,3.6,12.2,1006,55.79,79.11,0.6,284,2.6,0
2018,1,23,22,30,29,478,74,0,3.6,10.9,1007,60.84,84.62,0.6,288,2.4,0
2018,1,23,23,0,8,88,8,0,3.5,9.7,1007,65.39,89.99,0.6,292,2.3,0
2018,1,23,23,30,0,0,0,0,3.5,9.7,1007,65.39,96.52,0.6,292,2.3,0
2018,1,24,0,0,0,0,0,0,3.5,8.7,1008,70.07,102.62,0.6,298,2.2,0
2018,1,24,0,30,0,0,0,0,3.5,8.2,1008,72.48,108.81,0.6,301,2.1,0
2018,1,24,1,0,0,0,0,0,3.6,7.6,1009,75.85,115.09,0.6,304,2.1,0
2018,1,24,1,30,0,0,0,0,3.6,7.3,1009,77.42,121.42,0.6,306,2.1,0
2018,1,24,2,0,0,0,0,0,3.5,6.9,1010,79.22,127.78,0.7,309,2.1,0
2018,1,24,2,30,0,0,0,0,3.5,6.6,1010,80.87,134.14,0.7,311,2,0
2018,1,24,3,0,0,0,0,0,3.5,6.2,1010,82.56,140.47,0.7,314,2,0
2018,1,24,3,30,0,0,0,7,3.5,5.8,1010,84.87,146.72,0.7,317,2,0
2018,1,24,4,0,0,0,0,7,3.3,5.4,1011,86.16,152.79,0.7,320,1.9,0
2018,1,24,4,30,0,0,0,0,3.3,5.1,1011,87.98,158.51,0.7,322,1.9,0
2018,1,24,5,0,0,0,0,4,3,4.7,1011,88.69,163.47,0.7,325,1.9,0
2018,1,24,5,30,0,0,0,7,3,4.3,1011,91.2,166.76,0.7,327,1.8,0
2018,1,24,6,0,0,0,0,7,2.6,4,1011,90.83,167.03,0.7,330,1.8,0
2018,1,24,6,30,0,0,0,7,2.6,3.7,1011,92.76,164.13,0.7,331,1.7,0
2018,1,24,7,0,0,0,0,7,2.2,3.4,1012,92.15,159.36,0.7,332,1.7,0
2018,1,24,7,30,0,0,0,7,2.2,3,1012,94.79,153.72,0.7,333,1.7,0
2018,1,24,8,0,0,0,0,0,1.8,2.7,1012,93.75,147.69,0.7,334,1.6,0
2018,1,24,8,30,0,0,0,0,1.8,2.4,1012,95.76,141.46,0.7,334,1.6,0
2018,1,24,9,0,0,0,0,7,1.4,2.2,1012,94.12,135.13,0.6,334,1.6,0
2018,1,24,9,30,0,0,0,0,1.4,1.8,1012,96.84,128.77,0.6,334,1.6,0
2018,1,24,10,0,0,0,0,0,1,1.5,1012,96.31,122.4,0.6,334,1.6,0
2018,1,24,10,30,0,0,0,0,1,1.3,1012,97.7,116.06,0.6,334,1.6,0
2018,1,24,11,0,0,0,0,0,0.7,1,1013,97.75,109.77,0.6,333,1.6,0
2018,1,24,11,30,0,0,0,0,0.7,1.1,1013,97.05,103.55,0.6,332,1.7,0
2018,1,24,12,0,0,0,0,0,0.5,1.3,1013,94.44,97.43,0.6,332,1.8,0
2018,1,24,12,30,4,32,3,7,0.5,2.5,1013,86.69,91.44,0.6,330,2.5,14
2018,1,24,13,0,29,387,60,4,0.5,3.7,1014,79.45,85.43,0.6,329,3.2,100
2018,1,24,13,30,46,609,153,4,0.5,4.9,1014,73.05,79.89,0.6,335,3.4,100
2018,1,24,14,0,57,737,253,4,-0.1,6,1014,65.16,74.54,0.6,341,3.6,29
2018,1,24,14,30,65,817,351,0,-0.1,6.9,1014,61.25,69.5,0.6,340,3.4,0
2018,1,24,15,0,71,866,439,0,-0.3,7.8,1014,56.45,64.84,0.7,338,3.2,0
2018,1,24,15,30,76,903,518,0,-0.3,8.7,1015,53.17,60.66,0.7,331,3.2,0
2018,1,24,16,0,80,930,585,4,-0.2,9.5,1015,50.85,57.08,0.7,324,3.1,0
2018,1,24,16,30,81,950,636,4,-0.2,10.4,1014,47.84,54.22,0.7,319,3.2,0
2018,1,24,17,0,82,962,672,0,0,11.4,1014,45.43,52.19,0.7,314,3.3,0
2018,1,24,17,30,83,969,691,0,0,12.1,1013,43.34,51.1,0.7,313,3.5,0
2018,1,24,18,0,82,971,693,4,0,12.9,1013,41.19,51.01,0.7,312,3.7,0
2018,1,24,18,30,81,966,677,4,0,13.3,1012,40.09,51.93,0.7,312,3.9,0
2018,1,24,19,0,80,955,644,7,-0.1,13.7,1012,38.71,53.79,0.7,312,4,0
2018,1,24,19,30,77,934,592,4,-0.1,13.7,1012,38.71,56.51,0.8,311,4.1,0
2018,1,24,20,0,74,910,529,7,-0.2,13.7,1013,38.44,59.97,0.8,310,4.1,0
2018,1,24,20,30,69,876,452,7,-0.2,13.1,1013,39.97,64.05,0.8,310,3.8,0
2018,1,24,21,0,63,827,364,0,0.4,12.6,1013,43.21,68.63,0.8,310,3.4,0
2018,1,24,21,30,55,755,268,4,0.4,11.4,1014,46.81,73.61,0.8,311,3,36
2018,1,24,22,0,45,643,169,4,1.3,10.2,1014,54.08,78.91,0.8,313,2.6,100
2018,1,24,22,30,31,454,75,4,1.3,9.6,1015,56.35,84.43,0.7,316,2.6,100
2018,1,24,23,0,10,107,10,7,1.2,9,1015,58.15,89.84,0.7,319,2.6,43
2018,1,24,23,30,0,0,0,7,1.2,9,1015,58.15,96.35,0.7,319,2.6,0
2018,1,25,0,0,0,0,0,7,1.2,8.2,1016,61.42,102.45,0.6,328,2.4,0
2018,1,25,0,30,0,0,0,7,1.2,7.8,1016,63.11,108.65,0.5,332,2.2,0
2018,1,25,1,0,0,0,0,7,1.3,7.4,1017,65.22,114.93,0.5,336,2,0
2018,1,25,1,30,0,0,0,7,1.3,7,1017,67.03,121.26,0.5,339,1.9,0
2018,1,25,2,0,0,0,0,7,1.3,6.6,1017,68.93,127.62,0.5,342,1.7,0
2018,1,25,2,30,0,0,0,6,1.3,6.3,1017,70.36,133.98,0.5,343,1.6,0
2018,1,25,3,0,0,0,0,7,1.2,5.9,1017,71.9,140.31,0.5,343,1.5,0
2018,1,25,3,30,0,0,0,7,1.2,5.6,1017,73.41,146.55,0.5,342,1.5,0
2018,1,25,4,0,0,0,0,7,1.1,5.3,1017,74.37,152.61,0.5,341,1.4,0
2018,1,25,4,30,0,0,0,7,1.1,5,1017,75.94,158.31,0.5,338,1.4,0
2018,1,25,5,0,0,0,0,4,1,4.7,1017,77.1,163.24,0.5,335,1.4,0
2018,1,25,5,30,0,0,0,0,1,4.3,1017,79.28,166.51,0.5,334,1.4,0
2018,1,25,6,0,0,0,0,7,0.9,3.9,1018,80.5,166.81,0.5,332,1.4,0
2018,1,25,6,30,0,0,0,7,0.8,3.5,1018,82.8,163.96,0.5,331,1.4,0
2018,1,25,7,0,0,0,0,7,0.6,3,1018,84.04,159.24,0.5,331,1.4,0
2018,1,25,7,30,0,0,0,7,0.6,2.5,1018,87.07,153.63,0.4,331,1.4,0
2018,1,25,8,0,0,0,0,7,0.2,2.1,1018,87.41,147.62,0.4,332,1.5,0
2018,1,25,8,30,0,0,0,7,0.2,1.7,1018,89.94,141.4,0.4,333,1.5,0
2018,1,25,9,0,0,0,0,7,0,1.4,1018,90.27,135.08,0.4,335,1.6,0
2018,1,25,9,30,0,0,0,7,0,1.1,1019,92.32,128.71,0.4,337,1.6,0
2018,1,25,10,0,0,0,0,0,-0.2,0.8,1019,92.89,122.34,0.4,339,1.6,0
2018,1,25,10,30,0,0,0,0,-0.2,0.5,1019,94.92,116,0.4,341,1.7,0
2018,1,25,11,0,0,0,0,0,-0.4,0.2,1020,95.73,109.7,0.4,343,1.7,0
2018,1,25,11,30,0,0,0,0,-0.4,0.2,1020,95.73,103.48,0.4,346,1.8,0
2018,1,25,12,0,0,0,0,0,-0.6,0.2,1020,94.7,97.35,0.4,349,1.9,0
2018,1,25,12,30,8,70,6,0,-0.5,1.5,1021,86.32,91.35,0.4,351,2.6,0
2018,1,25,13,0,28,443,64,0,-0.4,2.9,1021,79,85.33,0.4,354,3.2,0
2018,1,25,13,30,43,662,160,0,-0.4,4.5,1021,70.59,79.78,0.4,177,3,0
2018,1,25,14,0,52,786,263,0,0.1,6,1021,65.89,74.42,0.4,0,2.8,0
2018,1,25,14,30,59,861,362,0,0.1,8.2,1021,56.69,69.36,0.4,18,3.2,0
2018,1,25,15,0,65,910,454,0,-1.3,10.4,1022,44.24,64.68,0.4,35,3.7,0
2018,1,25,15,30,71,940,534,0,-1.3,11.5,1022,41.13,60.49,0.4,41,3.5,0
2018,1,25,16,0,77,958,600,0,-1.4,12.6,1022,37.86,56.89,0.4,46,3.4,0
2018,1,25,16,30,82,968,651,0,-1.4,13.3,1021,36.13,54.01,0.4,48,3.2,0
2018,1,25,17,0,88,969,685,0,-1.2,14,1021,35.03,51.97,0.4,50,3.1,0
2018,1,25,17,30,88,969,700,0,-1.2,14.5,1021,33.92,50.86,0.5,51,2.9,0
2018,1,25,18,0,87,971,701,0,-1.1,14.9,1020,33.31,50.76,0.5,52,2.8,0
2018,1,25,18,30,89,960,684,0,-1.1,15.1,1020,32.89,51.67,0.5,53,2.8,0
2018,1,25,19,0,91,941,650,0,-1,15.2,1020,32.83,53.54,0.5,54,2.7,0
2018,1,25,19,30,89,918,599,0,-1,15.1,1020,33.05,56.27,0.5,56,2.6,0
2018,1,25,20,0,88,883,533,0,-1,15,1020,33.31,59.74,0.5,58,2.5,0
2018,1,25,20,30,85,839,455,0,-1,14.4,1020,34.62,63.82,0.5,60,2.2,0
2018,1,25,21,0,78,776,364,0,0.8,13.8,1020,41.06,68.41,0.5,61,1.8,0
2018,1,25,21,30,70,689,267,0,0.8,11.6,1020,47.4,73.41,0.5,63,1.5,29
2018,1,25,22,0,57,556,166,0,2.1,9.5,1020,59.99,78.71,0.5,65,1.2,43
2018,1,25,22,30,37,350,72,0,2.1,8.2,1021,65.54,84.24,0.5,68,1.2,36
2018,1,25,23,0,9,66,9,0,0.4,7,1021,63.07,89.68,0.5,70,1.3,4
2018,1,25,23,30,0,0,0,0,0.4,7,1021,63.07,96.17,0.5,70,1.3,0
2018,1,26,0,0,0,0,0,0,0,6,1022,65.52,102.28,0.5,77,1.4,0
2018,1,26,0,30,0,0,0,0,0,5.6,1022,67.36,108.48,0.5,80,1.5,0
2018,1,26,1,0,0,0,0,0,-0.4,5.2,1022,67.37,114.77,0.5,84,1.5,0
2018,1,26,1,30,0,0,0,0,-0.4,4.9,1022,68.79,121.1,0.5,87,1.5,0
2018,1,26,2,0,0,0,0,0,-0.7,4.5,1022,69.23,127.46,0.5,90,1.6,0
2018,1,26,2,30,0,0,0,0,-0.7,4.2,1022,70.7,133.82,0.5,93,1.7,0
2018,1,26,3,0,0,0,0,0,-0.8,3.9,1023,71.56,140.15,0.5,96,1.7,0
2018,1,26,3,30,0,0,0,0,-0.8,3.6,1023,73.08,146.38,0.5,98,1.8,0
2018,1,26,4,0,0,0,0,0,-0.8,3.2,1022,75.04,152.43,0.5,101,1.8,0
2018,1,26,4,30,0,0,0,0,-0.8,2.8,1022,77.2,158.11,0.5,102,1.7,0
2018,1,26,5,0,0,0,0,4,-0.8,2.4,1022,79.58,163.01,0.5,103,1.7,0
2018,1,26,5,30,0,0,0,0,-0.8,2,1022,81.88,166.26,0.5,103,1.7,0
2018,1,26,6,0,0,0,0,0,-0.7,1.7,1022,83.94,166.57,0.5,102,1.7,0
2018,1,26,6,30,0,0,0,0,-0.7,1.4,1022,85.77,163.79,0.5,101,1.7,0
2018,1,26,7,0,0,0,0,0,-0.7,1.2,1022,87.45,159.11,0.5,99,1.6,0
2018,1,26,7,30,0,0,0,0,-0.7,1.3,1022,86.82,153.53,0.5,98,1.7,0
2018,1,26,8,0,0,0,0,0,-0.5,1.5,1022,86.81,147.54,0.5,97,1.7,0
2018,1,26,8,30,0,0,0,0,-0.5,1.5,1022,86.81,141.33,0.5,95,1.7,0
2018,1,26,9,0,0,0,0,0,-0.4,1.6,1022,86.77,135.01,0.5,93,1.7,0
2018,1,26,9,30,0,0,0,0,-0.4,1.4,1022,88.02,128.65,0.5,90,1.5,0
2018,1,26,10,0,0,0,0,0,-0.5,1.1,1022,89.25,122.28,0.5,87,1.4,0
2018,1,26,10,30,0,0,0,0,-0.5,0.8,1023,91.28,115.93,0.5,83,1.4,0
2018,1,26,11,0,0,0,0,0,-0.8,0.5,1023,90.95,109.63,0.5,79,1.5,0
2018,1,26,11,30,0,0,0,0,-0.8,0.9,1023,88.36,103.4,0.5,77,1.7,0
2018,1,26,12,0,0,0,0,0,-0.8,1.3,1023,86.06,97.27,0.5,74,2,0
2018,1,26,12,30,7,61,6,0,-0.8,2.6,1023,78.44,91.26,0.5,73,2.5,7
2018,1,26,13,0,29,405,63,4,-0.5,3.8,1023,73.57,85.23,0.6,71,3.1,57
2018,1,26,13,30,45,619,156,4,-0.5,5.3,1024,66.32,79.66,0.6,69,3,86
2018,1,26,14,0,57,736,256,0,0.4,6.7,1024,63.92,74.29,0.7,67,2.9,14
2018,1,26,14,30,64,811,352,0,0.4,8.9,1024,55.05,69.21,0.7,76,3.4,0
2018,1,26,15,0,71,860,441,0,2,11.1,1024,53.61,64.52,0.8,85,3.9,0
2018,1,26,15,30,78,889,518,0,2,12.9,1024,47.64,60.31,0.9,93,4.2,0
2018,1,26,16,0,83,908,582,0,4.8,14.6,1024,51.71,56.69,0.9,100,4.5,0
2018,1,26,16,30,88,919,631,7,4.8,15.5,1023,48.76,53.79,1,101,4.5,0
2018,1,26,17,0,92,923,664,7,6.1,16.4,1023,50.68,51.73,1,103,4.4,0
2018,1,26,17,30,94,923,680,7,6.1,16.9,1022,49.05,50.62,1.1,102,4.4,0
2018,1,26,18,0,97,916,680,7,6.8,17.3,1022,50.1,50.51,1.2,101,4.5,0
2018,1,26,18,30,100,902,662,7,6.8,17.5,1021,49.42,51.42,1.2,101,4.5,0
2018,1,26,19,0,101,880,627,7,7.3,17.7,1021,50.49,53.29,1.3,101,4.5,0
2018,1,26,19,30,100,851,576,7,7.3,17.5,1021,51.13,56.02,1.4,102,4.4,0
2018,1,26,20,0,100,809,511,7,7.8,17.3,1020,53.48,59.5,1.4,103,4.3,0
2018,1,26,20,30,97,758,434,7,7.8,16.8,1020,55.19,63.59,1.5,102,3.9,0
2018,1,26,21,0,91,686,346,7,8.5,16.4,1020,59.52,68.19,1.6,102,3.5,0
2018,1,26,21,30,80,598,253,7,8.5,15.3,1020,63.84,73.2,1.6,100,3,29
2018,1,26,22,0,64,465,157,4,9,14.2,1020,71.03,78.52,1.7,98,2.5,100
2018,1,26,22,30,41,268,69,7,9,13.6,1020,73.84,84.06,1.7,98,2.7,100
2018,1,26,23,0,10,42,10,7,9.1,13,1020,76.97,89.53,1.8,98,2.8,43
2018,1,26,23,30,0,0,0,7,9.1,13,1020,76.97,96,1.8,98,2.8,0
2018,1,27,0,0,0,0,0,7,9.2,12.8,1021,78.89,102.11,1.8,100,3.4,0
2018,1,27,0,30,0,0,0,7,9.2,12.6,1021,79.93,108.32,1.9,101,3.5,0
2018,1,27,1,0,0,0,0,7,9.3,12.3,1021,82.1,114.6,1.9,101,3.6,0
2018,1,27,1,30,0,0,0,7,9.3,12,1021,83.73,120.94,1.9,102,3.6,0
2018,1,27,2,0,0,0,0,7,9.4,11.7,1021,85.6,127.3,1.9,102,3.6,0
2018,1,27,2,30,0,0,0,7,9.4,11.4,1021,87.31,133.66,2,102,3.6,0
2018,1,27,3,0,0,0,0,7,9.4,11.1,1021,89.18,139.98,2,103,3.5,0
2018,1,27,3,30,0,0,0,7,9.4,10.9,1021,90.37,146.21,2,104,3.5,0
2018,1,27,4,0,0,0,0,7,9.4,10.7,1020,91.76,152.25,2,104,3.5,0
2018,1,27,4,30,0,0,0,7,9.4,10.5,1020,92.99,157.9,2,104,3.4,0
2018,1,27,5,0,0,0,0,7,9.5,10.3,1020,94.59,162.78,2.1,103,3.2,0
2018,1,27,5,30,0,0,0,7,9.5,10.2,1020,95.23,166,2.1,101,3.1,0
2018,1,27,6,0,0,0,0,7,9.5,10.1,1020,96.18,166.33,2.1,99,3,0
2018,1,27,6,30,0,0,0,7,9.5,10.1,1020,96.18,163.6,2.2,97,3.1,0
2018,1,27,7,0,0,0,0,7,9.5,10.1,1020,96.19,158.97,2.2,95,3.1,0
2018,1,27,7,30,0,0,0,7,9.5,10,1020,96.83,153.43,2.3,94,3,0
2018,1,27,8,0,0,0,0,7,9.5,10,1020,96.68,147.45,2.3,93,2.9,0
2018,1,27,8,30,0,0,0,7,9.5,10,1020,96.68,141.25,2.4,91,2.8,0
2018,1,27,9,0,0,0,0,7,9.5,10,1020,96.46,134.94,2.4,90,2.8,0
2018,1,27,9,30,0,0,0,7,9.5,10,1020,96.46,128.58,2.5,92,2.9,0
2018,1,27,10,0,0,0,0,7,9.4,10,1019,96.15,122.21,2.5,94,2.9,0
2018,1,27,10,30,0,0,0,7,9.4,9.8,1019,97.44,115.86,2.5,94,2.8,0
2018,1,27,11,0,0,0,0,7,9.4,9.7,1019,97.69,109.55,2.6,95,2.8,0
2018,1,27,11,30,0,0,0,7,9.4,9.5,1020,99.1,103.32,2.6,95,2.5,0
2018,1,27,12,0,0,0,0,7,9.3,9.4,1020,99.36,97.18,2.6,96,2.3,0
2018,1,27,12,30,5,17,5,7,9.3,10.1,1020,94.81,91.16,2.7,97,2.6,29
2018,1,27,13,0,35,212,53,7,9.8,10.8,1020,93.56,85.12,2.7,98,2.8,100
2018,1,27,13,30,57,434,136,7,9.8,11.7,1020,88.16,79.54,2.7,95,2.9,100
2018,1,27,14,0,72,576,229,7,10.6,12.5,1020,88.28,74.15,2.8,92,2.9,29
2018,1,27,14,30,81,668,320,7,10.6,13.7,1020,81.65,69.06,2.8,94,3,0
2018,1,27,15,0,90,731,406,7,11.5,14.9,1020,79.92,64.35,2.8,96,3.1,0
2018,1,27,15,30,96,776,483,4,11.5,16.1,1020,74.02,60.12,2.7,104,3.3,0
2018,1,27,16,0,101,808,547,4,12,17.4,1019,70.48,56.48,2.7,111,3.6,0
2018,1,27,16,30,105,827,596,4,12,18.4,1019,66.19,53.57,2.7,120,3.8,0
2018,1,27,17,0,109,837,630,8,12.4,19.5,1018,63.52,51.49,2.7,129,4,7
2018,1,27,17,30,113,837,647,8,12.4,19.8,1017,62.29,50.37,2.7,133,4,0
2018,1,27,18,0,118,828,647,8,12.6,20.2,1017,61.77,50.25,2.7,138,3.9,0
2018,1,27,18,30,116,822,632,8,12.6,20.1,1016,62.09,51.16,2.7,139,3.7,0
2018,1,27,19,0,114,808,600,4,12.7,19.9,1015,63.01,53.03,2.8,140,3.5,0
2018,1,27,19,30,109,791,554,4,12.6,19.4,1015,64.99,55.77,2.8,136,2.9,0
2018,1,27,20,0,102,765,493,4,13.3,18.8,1015,70.6,59.25,2.9,133,2.3,0
2018,1,27,20,30,95,728,421,4,13.3,18.2,1015,73.29,63.36,2.9,125,2,0
2018,1,27,21,0,84,676,338,4,13.8,17.5,1014,78.81,67.97,3,118,1.7,0
2018,1,27,21,30,73,601,249,4,13.8,16.7,1014,82.89,72.99,3,112,1.8,29
2018,1,27,22,0,58,487,157,4,13.4,16,1014,84.37,78.32,3,107,1.9,100
2018,1,27,22,30,38,295,70,4,13.4,15.3,1014,88.23,83.87,3,105,2,100
2018,1,27,23,0,9,52,10,4,13,14.7,1014,89.51,89.38,2.9,103,2,43
2018,1,27,23,30,0,0,0,7,13,14.7,1014,89.51,95.82,2.9,103,2,0
2018,1,28,0,0,0,0,0,4,12.9,14.1,1014,92.5,101.94,2.9,103,1.9,0
2018,1,28,0,30,0,0,0,8,12.9,13.6,1014,95.54,108.15,2.9,104,1.9,0
2018,1,28,1,0,0,0,0,7,12.7,13.2,1014,96.92,114.44,2.9,104,1.8,0
2018,1,28,1,30,0,0,0,7,12.7,13.1,1014,97.56,120.78,2.9,106,2,0
2018,1,28,2,0,0,0,0,7,12.7,13.1,1014,97.45,127.15,2.9,108,2.1,0
2018,1,28,2,30,0,0,0,7,12.7,13.2,1014,96.81,133.5,2.9,110,2.4,0
2018,1,28,3,0,0,0,0,7,12.8,13.4,1014,96.47,139.82,3,113,2.6,0
2018,1,28,3,30,0,0,0,7,12.8,13.3,1014,97.1,146.04,3,115,2.6,0
2018,1,28,4,0,0,0,0,7,13,13.2,1014,98.5,152.06,3.1,117,2.6,0
2018,1,28,4,30,0,0,0,7,13,13.1,1013,99.04,157.7,3.2,120,2.5,0
2018,1,28,5,0,0,0,0,8,13,13,1013,99.95,162.54,3.2,122,2.4,0
2018,1,28,5,30,0,0,0,7,13,13.1,1013,99.3,165.73,3.3,125,2.5,0
2018,1,28,6,0,0,0,0,8,13.1,13.1,1013,99.86,166.09,3.4,129,2.5,0
2018,1,28,6,30,0,0,0,8,13.1,13.1,1013,99.86,163.41,3.5,132,2.5,0
2018,1,28,7,0,0,0,0,8,13.1,13.2,1013,99.67,158.83,3.5,135,2.5,0
